cell_id,ev_Antes,ev_Despues,pa_Antes,pa_Despues,tasa_antes,tasa_despues,delta_tasa,esperado,exceso
30_67,0,0,148,136,0.0,0.0,0.0,0.0,0.0
30_68,0,0,148,136,0.0,0.0,0.0,0.0,0.0
30_69,0,0,148,136,0.0,0.0,0.0,0.0,0.0
30_7,0,0,150,138,0.0,0.0,0.0,0.0,0.0
30_70,0,0,148,170,0.0,0.0,0.0,0.0,0.0
30_71,0,0,148,170,0.0,0.0,0.0,0.0,0.0
30_72,0,0,148,136,0.0,0.0,0.0,0.0,0.0
30_73,0,0,148,141,0.0,0.0,0.0,0.0,0.0
30_74,0,0,148,136,0.0,0.0,0.0,0.0,0.0
30_75,0,0,221,165,0.0,0.0,0.0,0.0,0.0
30_76,0,0,148,135,0.0,0.0,0.0,0.0,0.0
30_77,0,0,224,135,0.0,0.0,0.0,0.0,0.0
30_8,0,0,225,172,0.0,0.0,0.0,0.0,0.0
30_9,0,0,149,137,0.0,0.0,0.0,0.0,0.0
31_0,0,0,151,102,0.0,0.0,0.0,0.0,0.0
31_1,0,0,151,102,0.0,0.0,0.0,0.0,0.0
31_10,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_11,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_12,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_13,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_14,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_15,0,0,150,173,0.0,0.0,0.0,0.0,0.0
31_16,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_17,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_18,0,0,150,137,0.0,0.0,0.0,0.0,0.0
31_19,0,0,150,171,0.0,0.0,0.0,0.0,0.0
31_2,0,0,151,102,0.0,0.0,0.0,0.0,0.0
31_20,1,0,150,138,0.006666666666666667,0.0,-0.006666666666666667,0.92,-0.92
31_21,0,0,150,138,0.0,0.0,0.0,0.0,0.0
31_22,0,0,150,143,0.0,0.0,0.0,0.0,0.0
31_23,0,0,222,168,0.0,0.0,0.0,0.0,0.0
31_24,1,1,182,157,0.005494505494505495,0.006369426751592357,0.0008749212570868621,0.8626373626373627,0.13736263736263732
31_25,3,8,224,174,0.013392857142857142,0.04597701149425287,0.03258415435139573,2.330357142857143,5.669642857142858
31_26,11,9,149,140,0.0738255033557047,0.06428571428571428,-0.009539789069990423,10.335570469798657,-1.3355704697986575
31_27,0,0,149,140,0.0,0.0,0.0,0.0,0.0
31_28,4,2,149,140,0.026845637583892617,0.014285714285714285,-0.012559923298178332,3.7583892617449663,-1.7583892617449663
31_29,0,0,149,140,0.0,0.0,0.0,0.0,0.0
31_3,0,0,152,138,0.0,0.0,0.0,0.0,0.0
31_30,0,1,150,140,0.0,0.007142857142857143,0.007142857142857143,0.0,1.0
31_31,2,0,149,140,0.013422818791946308,0.0,-0.013422818791946308,1.8791946308724832,-1.8791946308724832
31_32,2,2,188,226,0.010638297872340425,0.008849557522123894,-0.0017887403502165316,2.404255319148936,-0.4042553191489362
31_33,3,2,222,207,0.013513513513513514,0.00966183574879227,-0.003851677764721244,2.7972972972972974,-0.7972972972972974
31_34,3,3,222,207,0.013513513513513514,0.014492753623188406,0.0009792401096748917,2.7972972972972974,0.20270270270270263
31_35,0,0,222,207,0.0,0.0,0.0,0.0,0.0
31_36,2,4,222,240,0.009009009009009009,0.016666666666666666,0.0076576576576576575,2.1621621621621623,1.8378378378378377
31_37,4,4,222,206,0.018018018018018018,0.019417475728155338,0.0013994577101373203,3.7117117117117115,0.28828828828828845
31_38,3,2,222,241,0.013513513513513514,0.008298755186721992,-0.0052147583267915226,3.256756756756757,-1.256756756756757
31_39,4,5,222,246,0.018018018018018018,0.02032520325203252,0.002307185234014502,4.4324324324324325,0.5675675675675675
31_4,0,0,152,143,0.0,0.0,0.0,0.0,0.0
31_40,4,3,222,206,0.018018018018018018,0.014563106796116505,-0.0034549112219015125,3.7117117117117115,-0.7117117117117115
31_41,7,4,295,235,0.023728813559322035,0.01702127659574468,-0.006707536963577353,5.576271186440678,-1.5762711864406782
31_42,5,2,297,240,0.016835016835016835,0.008333333333333333,-0.008501683501683501,4.040404040404041,-2.0404040404040407
31_43,6,8,223,206,0.026905829596412557,0.038834951456310676,0.011929121859898119,5.542600896860987,2.4573991031390134
31_44,7,4,222,205,0.03153153153153153,0.01951219512195122,-0.01201933640958031,6.463963963963963,-2.4639639639639634
31_45,7,1,222,205,0.03153153153153153,0.004878048780487805,-0.026653482751043723,6.463963963963963,-5.463963963963963
31_46,9,5,222,205,0.04054054054054054,0.024390243902439025,-0.016150296638101518,8.31081081081081,-3.3108108108108105
31_47,3,5,296,237,0.010135135135135136,0.02109704641350211,0.010961911278366973,2.402027027027027,2.597972972972973
31_48,6,7,222,205,0.02702702702702703,0.03414634146341464,0.007119314436387608,5.540540540540541,1.4594594594594588
31_49,4,6,222,241,0.018018018018018018,0.024896265560165973,0.0068782475421479555,4.342342342342342,1.6576576576576576
31_5,0,0,152,138,0.0,0.0,0.0,0.0,0.0
31_50,9,9,222,205,0.04054054054054054,0.04390243902439024,0.0033618984838496985,8.31081081081081,0.6891891891891895
31_51,9,8,222,205,0.04054054054054054,0.03902439024390244,-0.0015161502966381038,8.31081081081081,-0.3108108108108105
31_52,10,5,222,205,0.04504504504504504,0.024390243902439025,-0.020654801142606018,9.234234234234235,-4.2342342342342345
31_53,6,5,222,239,0.02702702702702703,0.02092050209205021,-0.00610652493497682,6.45945945945946,-1.4594594594594597
31_54,6,8,222,214,0.02702702702702703,0.037383177570093455,0.010356150543066427,5.783783783783784,2.216216216216216
31_55,7,1,222,206,0.03153153153153153,0.0048543689320388345,-0.026677162599492696,6.495495495495495,-5.495495495495495
31_56,2,3,222,246,0.009009009009009009,0.012195121951219513,0.0031861129422105037,2.2162162162162162,0.7837837837837838
31_57,4,6,222,206,0.018018018018018018,0.02912621359223301,0.011108195574214993,3.7117117117117115,2.2882882882882885
31_58,5,3,295,236,0.01694915254237288,0.012711864406779662,-0.0042372881355932195,4.0,-1.0
31_59,7,7,222,211,0.03153153153153153,0.03317535545023697,0.0016438239187054407,6.653153153153153,0.3468468468468471
31_6,0,0,223,167,0.0,0.0,0.0,0.0,0.0
31_60,2,5,297,242,0.006734006734006734,0.02066115702479339,0.013927150290786654,1.6296296296296295,3.3703703703703702
31_61,0,3,222,207,0.0,0.014492753623188406,0.014492753623188406,0.0,3.0
31_62,1,1,222,207,0.0045045045045045045,0.004830917874396135,0.00032641336989163057,0.9324324324324325,0.06756756756756754
31_63,0,0,222,207,0.0,0.0,0.0,0.0,0.0
31_64,0,0,295,239,0.0,0.0,0.0,0.0,0.0
31_65,0,0,223,207,0.0,0.0,0.0,0.0,0.0
31_66,0,0,222,207,0.0,0.0,0.0,0.0,0.0
31_67,0,0,222,207,0.0,0.0,0.0,0.0,0.0
31_68,0,0,222,174,0.0,0.0,0.0,0.0,0.0
31_69,0,0,148,136,0.0,0.0,0.0,0.0,0.0
31_7,0,0,150,138,0.0,0.0,0.0,0.0,0.0
31_70,0,0,148,136,0.0,0.0,0.0,0.0,0.0
31_71,0,0,148,170,0.0,0.0,0.0,0.0,0.0
31_72,0,0,223,171,0.0,0.0,0.0,0.0,0.0
31_73,0,0,223,176,0.0,0.0,0.0,0.0,0.0
31_74,0,0,223,176,0.0,0.0,0.0,0.0,0.0
31_75,0,0,370,235,0.0,0.0,0.0,0.0,0.0
31_76,0,0,223,170,0.0,0.0,0.0,0.0,0.0
31_77,0,0,224,135,0.0,0.0,0.0,0.0,0.0
31_8,0,0,225,172,0.0,0.0,0.0,0.0,0.0
31_9,0,0,149,137,0.0,0.0,0.0,0.0,0.0
32_0,0,0,151,102,0.0,0.0,0.0,0.0,0.0
32_1,0,0,151,102,0.0,0.0,0.0,0.0,0.0
32_10,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_11,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_12,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_13,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_14,0,0,150,173,0.0,0.0,0.0,0.0,0.0
32_15,0,0,150,173,0.0,0.0,0.0,0.0,0.0
32_16,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_17,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_18,0,0,150,137,0.0,0.0,0.0,0.0,0.0
32_19,0,0,150,171,0.0,0.0,0.0,0.0,0.0
32_2,0,0,151,102,0.0,0.0,0.0,0.0,0.0
32_20,0,0,150,138,0.0,0.0,0.0,0.0,0.0
32_21,0,0,150,138,0.0,0.0,0.0,0.0,0.0
32_22,0,0,150,143,0.0,0.0,0.0,0.0,0.0
32_23,0,0,150,143,0.0,0.0,0.0,0.0,0.0
32_24,0,0,222,168,0.0,0.0,0.0,0.0,0.0
32_25,0,1,224,174,0.0,0.005747126436781609,0.005747126436781609,0.0,1.0
32_26,1,0,149,140,0.006711409395973154,0.0,-0.006711409395973154,0.9395973154362416,-0.9395973154362416
32_27,0,1,149,140,0.0,0.007142857142857143,0.007142857142857143,0.0,1.0
32_28,26,24,149,140,0.174496644295302,0.17142857142857143,-0.003068072866730581,24.42953020134228,-0.42953020134228126
32_29,0,1,149,140,0.0,0.007142857142857143,0.007142857142857143,0.0,1.0
32_3,0,0,152,138,0.0,0.0,0.0,0.0,0.0
32_30,1,1,150,140,0.006666666666666667,0.007142857142857143,0.00047619047619047554,0.9333333333333333,0.06666666666666665
32_31,1,0,149,140,0.006711409395973154,0.0,-0.006711409395973154,0.9395973154362416,-0.9395973154362416
32_32,0,3,149,176,0.0,0.017045454545454544,0.017045454545454544,0.0,3.0
32_33,3,5,149,140,0.020134228187919462,0.03571428571428571,0.01558005752636625,2.8187919463087248,2.1812080536912752
32_34,0,3,149,140,0.0,0.02142857142857143,0.02142857142857143,0.0,3.0
32_35,2,3,149,140,0.013422818791946308,0.02142857142857143,0.00800575263662512,1.8791946308724832,1.1208053691275168
32_36,2,3,149,173,0.013422818791946308,0.017341040462427744,0.0039182216704814355,2.3221476510067114,0.6778523489932886
32_37,2,3,151,139,0.013245033112582781,0.02158273381294964,0.00833770070036686,1.8410596026490067,1.1589403973509933
32_38,2,2,222,241,0.009009009009009009,0.008298755186721992,-0.0007102538222870172,2.171171171171171,-0.1711711711711712
32_39,3,2,222,211,0.013513513513513514,0.009478672985781991,-0.004034840527731523,2.8513513513513513,-0.8513513513513513
32_4,0,0,152,143,0.0,0.0,0.0,0.0,0.0
32_40,2,2,222,206,0.009009009009009009,0.009708737864077669,0.0006997288550686601,1.8558558558558558,0.14414414414414423
32_41,2,1,295,235,0.006779661016949152,0.00425531914893617,-0.002524341868012982,1.5932203389830508,-0.5932203389830508
32_42,4,4,296,240,0.013513513513513514,0.016666666666666666,0.003153153153153152,3.2432432432432434,0.7567567567567566
32_43,4,2,223,205,0.017937219730941704,0.00975609756097561,-0.008181122169966094,3.6771300448430493,-1.6771300448430493
32_44,3,6,222,205,0.013513513513513514,0.02926829268292683,0.015754779169413317,2.7702702702702706,3.2297297297297294
32_45,10,8,222,205,0.04504504504504504,0.03902439024390244,-0.006020654801142604,9.234234234234235,-1.2342342342342345
32_46,8,5,223,205,0.03587443946188341,0.024390243902439025,-0.011484195559444382,7.354260089686099,-2.3542600896860986
32_47,5,8,296,237,0.016891891891891893,0.03375527426160337,0.01686338236971148,4.003378378378379,3.996621621621621
32_48,9,4,223,205,0.04035874439461883,0.01951219512195122,-0.020846549272667613,8.27354260089686,-4.27354260089686
32_49,4,3,222,241,0.018018018018018018,0.012448132780082987,-0.005569885237935031,4.342342342342342,-1.3423423423423424
32_5,0,0,152,143,0.0,0.0,0.0,0.0,0.0
32_50,9,9,222,205,0.04054054054054054,0.04390243902439024,0.0033618984838496985,8.31081081081081,0.6891891891891895
32_51,4,7,222,205,0.018018018018018018,0.03414634146341464,0.01612832344539662,3.6936936936936937,3.3063063063063063
32_52,8,4,222,205,0.036036036036036036,0.01951219512195122,-0.016523840914084816,7.387387387387387,-3.3873873873873874
32_53,5,3,222,239,0.02252252252252252,0.012552301255230125,-0.009970221267292396,5.382882882882883,-2.3828828828828827
32_54,3,4,222,239,0.013513513513513514,0.016736401673640166,0.0032228881601266517,3.22972972972973,0.7702702702702702
32_55,8,5,222,220,0.036036036036036036,0.022727272727272728,-0.013308763308763308,7.927927927927928,-2.9279279279279278
32_56,3,5,222,246,0.013513513513513514,0.02032520325203252,0.006811689738519006,3.3243243243243246,1.6756756756756754
32_57,3,3,222,211,0.013513513513513514,0.014218009478672985,0.0007044959651594709,2.8513513513513513,0.14864864864864868
32_58,3,6,295,236,0.010169491525423728,0.025423728813559324,0.015254237288135596,2.4,3.6
32_59,2,4,296,242,0.006756756756756757,0.01652892561983471,0.009772168863077954,1.6351351351351353,2.364864864864865
32_6,0,0,223,167,0.0,0.0,0.0,0.0,0.0
32_60,4,3,297,238,0.013468013468013467,0.012605042016806723,-0.0008629714512067444,3.2053872053872055,-0.20538720538720545
32_61,3,7,222,207,0.013513513513513514,0.033816425120772944,0.02030291160725943,2.7972972972972974,4.202702702702703
32_62,0,1,222,207,0.0,0.004830917874396135,0.004830917874396135,0.0,1.0
32_63,0,0,222,207,0.0,0.0,0.0,0.0,0.0
32_64,0,0,295,239,0.0,0.0,0.0,0.0,0.0
32_65,0,0,223,207,0.0,0.0,0.0,0.0,0.0
32_66,0,0,277,235,0.0,0.0,0.0,0.0,0.0
32_67,0,0,297,242,0.0,0.0,0.0,0.0,0.0
32_68,0,0,297,242,0.0,0.0,0.0,0.0,0.0
32_69,0,0,297,206,0.0,0.0,0.0,0.0,0.0
32_7,0,0,150,142,0.0,0.0,0.0,0.0,0.0
32_70,0,0,297,206,0.0,0.0,0.0,0.0,0.0
32_71,0,0,297,240,0.0,0.0,0.0,0.0,0.0
32_72,0,0,297,206,0.0,0.0,0.0,0.0,0.0
32_73,0,0,297,206,0.0,0.0,0.0,0.0,0.0
32_74,0,0,297,211,0.0,0.0,0.0,0.0,0.0
32_75,0,0,370,235,0.0,0.0,0.0,0.0,0.0
32_76,0,0,242,185,0.0,0.0,0.0,0.0,0.0
32_77,0,0,224,135,0.0,0.0,0.0,0.0,0.0
32_8,0,0,225,172,0.0,0.0,0.0,0.0,0.0
32_9,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_0,0,0,151,102,0.0,0.0,0.0,0.0,0.0
33_1,0,0,151,102,0.0,0.0,0.0,0.0,0.0
33_10,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_11,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_12,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_13,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_14,0,0,150,173,0.0,0.0,0.0,0.0,0.0
33_15,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_16,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_17,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_18,0,0,150,137,0.0,0.0,0.0,0.0,0.0
33_19,0,0,150,171,0.0,0.0,0.0,0.0,0.0
33_2,0,0,151,102,0.0,0.0,0.0,0.0,0.0
33_20,0,0,150,138,0.0,0.0,0.0,0.0,0.0
33_21,0,0,150,138,0.0,0.0,0.0,0.0,0.0
33_22,0,0,150,143,0.0,0.0,0.0,0.0,0.0
33_23,0,0,149,138,0.0,0.0,0.0,0.0,0.0
33_24,0,0,222,172,0.0,0.0,0.0,0.0,0.0
33_25,0,0,224,174,0.0,0.0,0.0,0.0,0.0
33_26,1,0,150,140,0.006666666666666667,0.0,-0.006666666666666667,0.9333333333333333,-0.9333333333333333
33_27,2,1,149,140,0.013422818791946308,0.007142857142857143,-0.006279961649089166,1.8791946308724832,-0.8791946308724832
33_28,2,3,149,140,0.013422818791946308,0.02142857142857143,0.00800575263662512,1.8791946308724832,1.1208053691275168
33_29,3,3,149,140,0.020134228187919462,0.02142857142857143,0.001294343240651967,2.8187919463087248,0.18120805369127524
33_3,0,0,152,138,0.0,0.0,0.0,0.0,0.0
33_30,2,5,150,140,0.013333333333333334,0.03571428571428571,0.022380952380952376,1.8666666666666667,3.1333333333333333
33_31,1,1,150,142,0.006666666666666667,0.007042253521126761,0.00037558685446009363,0.9466666666666668,0.05333333333333323
33_32,2,0,149,176,0.013422818791946308,0.0,-0.013422818791946308,2.3624161073825505,-2.3624161073825505
33_33,5,2,149,140,0.03355704697986577,0.014285714285714285,-0.01927133269415149,4.697986577181208,-2.697986577181208
33_34,0,2,149,140,0.0,0.014285714285714285,0.014285714285714285,0.0,2.0
33_35,3,0,149,140,0.020134228187919462,0.0,-0.020134228187919462,2.8187919463087248,-2.8187919463087248
33_36,2,0,149,173,0.013422818791946308,0.0,-0.013422818791946308,2.3221476510067114,-2.3221476510067114
33_37,1,2,149,173,0.006711409395973154,0.011560693641618497,0.004849284245645342,1.1610738255033557,0.8389261744966443
33_38,2,3,149,139,0.013422818791946308,0.02158273381294964,0.008159915021003333,1.8657718120805369,1.1342281879194631
33_39,2,3,149,144,0.013422818791946308,0.020833333333333332,0.007410514541387024,1.9328859060402683,1.0671140939597317
33_4,0,0,152,138,0.0,0.0,0.0,0.0,0.0
33_40,0,1,149,139,0.0,0.007194244604316547,0.007194244604316547,0.0,1.0
33_41,0,2,222,168,0.0,0.011904761904761904,0.011904761904761904,0.0,2.0
33_42,2,3,223,173,0.008968609865470852,0.017341040462427744,0.008372430596956892,1.5515695067264574,1.4484304932735426
33_43,4,1,223,205,0.017937219730941704,0.004878048780487805,-0.013059170950453898,3.6771300448430493,-2.6771300448430493
33_44,5,4,222,205,0.02252252252252252,0.01951219512195122,-0.003010327400571302,4.617117117117117,-0.6171171171171173
33_45,2,2,222,205,0.009009009009009009,0.00975609756097561,0.0007470885519666008,1.8468468468468469,0.15315315315315314
33_46,4,8,223,210,0.017937219730941704,0.0380952380952381,0.020158018364296395,3.7668161434977576,4.233183856502242
33_47,9,2,293,237,0.030716723549488054,0.008438818565400843,-0.02227790498408721,7.279863481228669,-5.279863481228669
33_48,12,7,223,205,0.053811659192825115,0.03414634146341464,-0.019665317729410478,11.031390134529149,-4.031390134529149
33_49,9,9,222,241,0.04054054054054054,0.03734439834024896,-0.003196142200291581,9.77027027027027,-0.7702702702702702
33_5,0,0,152,143,0.0,0.0,0.0,0.0,0.0
33_50,11,7,222,205,0.04954954954954955,0.03414634146341464,-0.015403208086134913,10.157657657657658,-3.1576576576576585
33_51,3,9,222,205,0.013513513513513514,0.04390243902439024,0.030388925510876727,2.7702702702702706,6.22972972972973
33_52,4,6,222,205,0.018018018018018018,0.02926829268292683,0.011250274664908813,3.6936936936936937,2.3063063063063063
33_53,3,6,222,205,0.013513513513513514,0.02926829268292683,0.015754779169413317,2.7702702702702706,3.2297297297297294
33_54,1,7,222,239,0.0045045045045045045,0.029288702928870293,0.02478419842436579,1.0765765765765765,5.923423423423424
33_55,9,8,222,241,0.04054054054054054,0.03319502074688797,-0.007345519793652576,9.77027027027027,-1.7702702702702702
33_56,4,7,222,244,0.018018018018018018,0.028688524590163935,0.010670506572145917,4.396396396396397,2.603603603603603
33_57,3,4,222,211,0.013513513513513514,0.018957345971563982,0.005443832458050468,2.8513513513513513,1.1486486486486487
33_58,12,18,295,236,0.04067796610169491,0.07627118644067797,0.03559322033898306,9.6,8.4
33_59,0,1,296,242,0.0,0.004132231404958678,0.004132231404958678,0.0,1.0
33_6,0,0,225,167,0.0,0.0,0.0,0.0,0.0
33_60,0,0,223,207,0.0,0.0,0.0,0.0,0.0
33_61,0,0,294,278,0.0,0.0,0.0,0.0,0.0
33_62,0,0,297,278,0.0,0.0,0.0,0.0,0.0
33_63,0,0,298,278,0.0,0.0,0.0,0.0,0.0
33_64,0,0,370,310,0.0,0.0,0.0,0.0,0.0
33_65,0,0,298,278,0.0,0.0,0.0,0.0,0.0
33_66,0,0,297,278,0.0,0.0,0.0,0.0,0.0
33_67,0,0,297,242,0.0,0.0,0.0,0.0,0.0
33_68,0,0,297,242,0.0,0.0,0.0,0.0,0.0
33_69,0,0,297,206,0.0,0.0,0.0,0.0,0.0
33_7,0,0,297,201,0.0,0.0,0.0,0.0,0.0
33_70,0,0,297,206,0.0,0.0,0.0,0.0,0.0
33_71,0,0,297,240,0.0,0.0,0.0,0.0,0.0
33_72,0,0,297,206,0.0,0.0,0.0,0.0,0.0
33_73,0,0,297,206,0.0,0.0,0.0,0.0,0.0
33_74,0,0,297,211,0.0,0.0,0.0,0.0,0.0
33_75,0,0,444,270,0.0,0.0,0.0,0.0,0.0
33_76,0,0,444,270,0.0,0.0,0.0,0.0,0.0
33_77,0,0,345,190,0.0,0.0,0.0,0.0,0.0
33_8,0,0,225,168,0.0,0.0,0.0,0.0,0.0
33_9,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_0,0,0,151,102,0.0,0.0,0.0,0.0,0.0
34_1,0,0,151,102,0.0,0.0,0.0,0.0,0.0
34_10,0,0,149,137,0.0,0.0,0.0,0.0,0.0
34_11,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_12,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_13,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_14,0,0,150,173,0.0,0.0,0.0,0.0,0.0
34_15,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_16,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_17,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_18,0,0,150,137,0.0,0.0,0.0,0.0,0.0
34_19,0,0,150,171,0.0,0.0,0.0,0.0,0.0
34_2,0,0,151,102,0.0,0.0,0.0,0.0,0.0
34_20,0,0,150,138,0.0,0.0,0.0,0.0,0.0
34_21,0,0,150,138,0.0,0.0,0.0,0.0,0.0
34_22,0,0,150,143,0.0,0.0,0.0,0.0,0.0
34_23,0,0,149,138,0.0,0.0,0.0,0.0,0.0
34_24,0,0,292,203,0.0,0.0,0.0,0.0,0.0
34_25,0,0,223,173,0.0,0.0,0.0,0.0,0.0
34_26,0,0,150,140,0.0,0.0,0.0,0.0,0.0
34_27,0,0,149,140,0.0,0.0,0.0,0.0,0.0
34_28,0,0,149,140,0.0,0.0,0.0,0.0,0.0
34_29,1,1,149,140,0.006711409395973154,0.007142857142857143,0.0004314477468839884,0.9395973154362416,0.06040268456375841
34_3,0,0,151,138,0.0,0.0,0.0,0.0,0.0
34_30,4,8,149,140,0.026845637583892617,0.05714285714285714,0.030297219558964524,3.7583892617449663,4.241610738255034
34_31,1,1,150,176,0.006666666666666667,0.005681818181818182,-0.0009848484848484851,1.1733333333333333,-0.17333333333333334
34_32,1,1,149,176,0.006711409395973154,0.005681818181818182,-0.0010295912141549722,1.1812080536912752,-0.18120805369127524
34_33,2,0,149,140,0.013422818791946308,0.0,-0.013422818791946308,1.8791946308724832,-1.8791946308724832
34_34,2,0,149,140,0.013422818791946308,0.0,-0.013422818791946308,1.8791946308724832,-1.8791946308724832
34_35,1,2,149,140,0.006711409395973154,0.014285714285714285,0.007574304889741131,0.9395973154362416,1.0604026845637584
34_36,0,4,149,140,0.0,0.02857142857142857,0.02857142857142857,0.0,4.0
34_37,2,1,149,173,0.013422818791946308,0.005780346820809248,-0.00764247197113706,2.3221476510067114,-1.3221476510067114
34_38,2,0,149,139,0.013422818791946308,0.0,-0.013422818791946308,1.8657718120805369,-1.8657718120805369
34_39,0,0,149,144,0.0,0.0,0.0,0.0,0.0
34_4,0,0,152,138,0.0,0.0,0.0,0.0,0.0
34_40,1,1,149,144,0.006711409395973154,0.006944444444444444,0.00023303504847128984,0.9664429530201342,0.033557046979865834
34_41,3,4,222,168,0.013513513513513514,0.023809523809523808,0.010296010296010294,2.27027027027027,1.7297297297297298
34_42,2,2,223,173,0.008968609865470852,0.011560693641618497,0.0025920837761476447,1.5515695067264574,0.44843049327354256
34_43,1,2,150,138,0.006666666666666667,0.014492753623188406,0.00782608695652174,0.92,1.08
34_44,1,2,149,138,0.006711409395973154,0.014492753623188406,0.007781344227215252,0.9261744966442953,1.0738255033557047
34_45,1,4,149,138,0.006711409395973154,0.028985507246376812,0.022274097850403657,0.9261744966442953,3.073825503355705
34_46,5,3,149,138,0.03355704697986577,0.021739130434782608,-0.011817916545083164,4.630872483221476,-1.6308724832214763
34_47,4,4,149,138,0.026845637583892617,0.028985507246376812,0.002139869662484195,3.704697986577181,0.2953020134228188
34_48,4,5,223,205,0.017937219730941704,0.024390243902439025,0.0064530241714973215,3.6771300448430493,1.3228699551569507
34_49,5,3,222,241,0.02252252252252252,0.012448132780082987,-0.010074389742439535,5.427927927927928,-2.4279279279279278
34_5,0,0,152,143,0.0,0.0,0.0,0.0,0.0
34_50,7,4,222,205,0.03153153153153153,0.01951219512195122,-0.01201933640958031,6.463963963963963,-2.4639639639639634
34_51,3,3,222,205,0.013513513513513514,0.014634146341463415,0.0011206328279499012,2.7702702702702706,0.22972972972972938
34_52,5,2,222,205,0.02252252252252252,0.00975609756097561,-0.012766424961546912,4.617117117117117,-2.6171171171171173
34_53,7,6,222,205,0.03153153153153153,0.02926829268292683,-0.0022632388486046977,6.463963963963963,-0.46396396396396344
34_54,3,5,222,239,0.013513513513513514,0.02092050209205021,0.007406988578536694,3.22972972972973,1.7702702702702702
34_55,6,12,222,241,0.02702702702702703,0.04979253112033195,0.022765504093304918,6.513513513513514,5.486486486486486
34_56,3,5,297,277,0.010101010101010102,0.018050541516245487,0.007949531415235385,2.797979797979798,2.202020202020202
34_57,3,3,297,282,0.010101010101010102,0.010638297872340425,0.0005372877713303234,2.8484848484848486,0.15151515151515138
34_58,1,0,444,342,0.0022522522522522522,0.0,-0.0022522522522522522,0.7702702702702703,-0.7702702702702703
34_59,0,0,444,342,0.0,0.0,0.0,0.0,0.0
34_6,0,0,152,138,0.0,0.0,0.0,0.0,0.0
34_60,0,0,298,278,0.0,0.0,0.0,0.0,0.0
34_61,0,0,297,278,0.0,0.0,0.0,0.0,0.0
34_62,0,0,297,278,0.0,0.0,0.0,0.0,0.0
34_63,0,0,299,283,0.0,0.0,0.0,0.0,0.0
34_64,0,0,370,310,0.0,0.0,0.0,0.0,0.0
34_65,0,0,298,278,0.0,0.0,0.0,0.0,0.0
34_66,0,0,297,278,0.0,0.0,0.0,0.0,0.0
34_67,0,0,297,242,0.0,0.0,0.0,0.0,0.0
34_68,0,0,297,242,0.0,0.0,0.0,0.0,0.0
34_69,0,0,297,206,0.0,0.0,0.0,0.0,0.0
34_7,0,0,297,201,0.0,0.0,0.0,0.0,0.0
34_70,0,0,297,206,0.0,0.0,0.0,0.0,0.0
34_71,0,0,297,240,0.0,0.0,0.0,0.0,0.0
34_72,0,0,297,206,0.0,0.0,0.0,0.0,0.0
34_73,0,0,297,206,0.0,0.0,0.0,0.0,0.0
34_74,0,0,297,211,0.0,0.0,0.0,0.0,0.0
34_75,0,0,371,241,0.0,0.0,0.0,0.0,0.0
34_76,0,0,444,270,0.0,0.0,0.0,0.0,0.0
34_77,0,0,298,170,0.0,0.0,0.0,0.0,0.0
34_8,0,0,151,137,0.0,0.0,0.0,0.0,0.0
34_9,0,0,151,137,0.0,0.0,0.0,0.0,0.0
35_0,0,0,151,102,0.0,0.0,0.0,0.0,0.0
35_1,0,0,151,102,0.0,0.0,0.0,0.0,0.0
35_10,0,0,149,137,0.0,0.0,0.0,0.0,0.0
35_11,0,0,150,137,0.0,0.0,0.0,0.0,0.0
35_12,0,0,150,137,0.0,0.0,0.0,0.0,0.0
35_13,0,0,150,137,0.0,0.0,0.0,0.0,0.0
35_14,0,0,150,173,0.0,0.0,0.0,0.0,0.0
35_15,0,0,150,137,0.0,0.0,0.0,0.0,0.0
