slick_id,s1_timestamp,s2_image_id,s2_timestamp,desfase_horas,nubes_pct,machine_confidence,area_km2,lon,lat,slick_url,n_candidatas_s2
4764601,2026-03-07 14:42:29+00:00,COPERNICUS/S2_SR_HARMONIZED/20260307T071751_20260307T073120_T39RUN,2026-03-07 07:31:37.331000+00:00,7.18,0.0,0.9971,71.76,50.07311284834622,28.874658870597745,https://cerulean.skytruth.org/slicks/4764601?ref=api&slick_id=4764601,4
5135788,2026-08-06 14:32:52+00:00,COPERNICUS/S2_SR_HARMONIZED/20260806T070619_20260806T071854_T39RWL,2026-08-06 07:22:02.208000+00:00,7.18,6.63,0.9962,13.54,52.05560740601758,27.326907615016346,https://cerulean.skytruth.org/slicks/5135788?ref=api&slick_id=5135788,1
3610111,2024-09-13 14:42:22+00:00,COPERNICUS/S2_SR_HARMONIZED/20240913T071621_20240913T072053_T39RUM,2024-09-13 07:31:48.694000+00:00,7.18,0.0,0.9989,11.47,49.83834342691835,28.55355326370259,https://cerulean.skytruth.org/slicks/3610111?ref=api&slick_id=3610111,1
3488503,2024-03-17 14:42:47+00:00,COPERNICUS/S2_SR_HARMONIZED/20240317T071631_20240317T072135_T39RUP,2024-03-17 07:31:22.247000+00:00,7.19,1.28,0.9958,32.22,49.02460455126212,29.667650120197347,https://cerulean.skytruth.org/slicks/3488503?ref=api&slick_id=3488503,2
3234751,2023-11-18 14:42:51+00:00,COPERNICUS/S2_SR_HARMONIZED/20231118T072201_20231118T072158_T39RVN,2023-11-18 07:31:29.987000+00:00,7.19,12.03,0.9992,18.78,50.02625316396544,28.979137065901263,https://cerulean.skytruth.org/slicks/3234751?ref=api&slick_id=3234751,1
3093738,2023-09-26 14:33:52+00:00,COPERNICUS/S2_SR_HARMONIZED/20230926T070641_20230926T071120_T39RWL,2023-09-26 07:22:04.921000+00:00,7.2,0.17,0.9996,13.62,51.519701001008585,27.209170152837267,https://cerulean.skytruth.org/slicks/3093738?ref=api&slick_id=3093738,1
3952815,2025-05-25 14:25:31+00:00,COPERNICUS/S2_SR_HARMONIZED/20250525T065641_20250525T070954_T39RYJ,2025-05-25 07:12:48.970000+00:00,7.21,0.0,0.9951,27.34,53.90291985414078,26.05783909268958,https://cerulean.skytruth.org/slicks/3952815?ref=api&slick_id=3952815,2
3612808,2023-10-03 14:25:17+00:00,COPERNICUS/S2_SR_HARMONIZED/20231003T065721_20231003T065849_T39RYJ,2023-10-03 07:12:31.317000+00:00,7.21,0.0,0.9984,11.51,53.91865748793102,25.2403126217745,https://cerulean.skytruth.org/slicks/3612808?ref=api&slick_id=3612808,4
3892866,2025-04-02 14:17:20+00:00,COPERNICUS/S2_SR_HARMONIZED/20250402T064651_20250402T070141_T40RDQ,2025-04-02 07:02:31.755000+00:00,7.25,0.01,0.9952,9.58,56.28896182152803,26.51752854959776,https://cerulean.skytruth.org/slicks/3892866?ref=api&slick_id=3892866,1
4923892,2026-05-13 14:41:36+00:00,COPERNICUS/S2_SR_HARMONIZED/20260513T070621_20260513T071634_T39RVM,2026-05-13 07:21:51.315000+00:00,7.33,0.06,0.9985,109.11,50.54936684742607,28.796897286265686,https://cerulean.skytruth.org/slicks/4923892?ref=api&slick_id=4923892,2
3162162,2023-06-03 14:41:55+00:00,COPERNICUS/S2_SR_HARMONIZED/20230603T070629_20230603T071807_T39RWK,2023-06-03 07:22:21.094000+00:00,7.33,0.24,0.9952,25.15,51.78451763713902,27.00516682646525,https://cerulean.skytruth.org/slicks/3162162?ref=api&slick_id=3162162,2
5096762,2026-07-19 14:32:48+00:00,COPERNICUS/S2_SR_HARMONIZED/20260719T065621_20260719T070743_T39RYK,2026-07-19 07:12:16.322000+00:00,7.34,0.73,0.9997,24.7,53.89902360448664,26.310283164995035,https://cerulean.skytruth.org/slicks/5096762?ref=api&slick_id=5096762,1
3609551,2024-10-02 14:33:23+00:00,COPERNICUS/S2_SR_HARMONIZED/20241002T065629_20241002T071213_T39RYJ,2024-10-02 07:12:30.729000+00:00,7.35,0.0,0.9973,13.66,53.90709649493284,25.24192660775412,https://cerulean.skytruth.org/slicks/3609551?ref=api&slick_id=3609551,4
4891764,2026-05-02 14:23:48+00:00,COPERNICUS/S2_SR_HARMONIZED/20260502T064619_20260502T065753_T39RZJ,2026-05-02 07:02:27.114000+00:00,7.36,0.01,0.9984,21.39,54.940480104430286,25.34850895079048,https://cerulean.skytruth.org/slicks/4891764?ref=api&slick_id=4891764,5
4983084,2026-06-01 14:24:54+00:00,COPERNICUS/S2_SR_HARMONIZED/20260601T064619_20260601T070012_T40RBP,2026-06-01 07:02:25.428000+00:00,7.37,0.03,0.9966,9.34,55.1479933248615,25.91728883370621,https://cerulean.skytruth.org/slicks/4983084?ref=api&slick_id=4983084,3
3928112,2025-05-01 14:25:07+00:00,COPERNICUS/S2_SR_HARMONIZED/20250502T064651_20250502T070148_T40RBN,2025-05-02 07:03:06.227000+00:00,16.63,0.38,0.997,19.27,54.29386993396735,24.87557764006056,https://cerulean.skytruth.org/slicks/3928112?ref=api&slick_id=3928112,4
3018010,2024-08-27 14:33:47+00:00,COPERNICUS/S2_SR_HARMONIZED/20240828T065621_20240828T070519_T39RXK,2024-08-28 07:12:16.251000+00:00,16.64,0.11,0.9951,28.06,52.89143577826003,26.31235663715152,https://cerulean.skytruth.org/slicks/3018010?ref=api&slick_id=3018010,1
3613515,2023-11-01 14:33:26+00:00,COPERNICUS/S2_SR_HARMONIZED/20231102T070031_20231102T070545_T39RYJ,2023-11-02 07:12:28.250000+00:00,16.65,0.0,0.9964,13.58,53.903797664694416,25.25053436549721,https://cerulean.skytruth.org/slicks/3613515?ref=api&slick_id=3613515,4
4516399,2025-11-13 14:41:27+00:00,COPERNICUS/S2_SR_HARMONIZED/20251114T071151_20251114T072123_T39RVN,2025-11-14 07:21:45.947000+00:00,16.67,0.58,0.9986,35.28,50.483360319887325,29.061048007934843,https://cerulean.skytruth.org/slicks/4516399?ref=api&slick_id=4516399,1
4349570,2025-08-27 14:41:47+00:00,COPERNICUS/S2_SR_HARMONIZED/20250828T071321_20250828T071343_T39RVK,2025-08-28 07:22:34.898000+00:00,16.68,1.1,0.9955,22.37,50.48839742402578,26.433801943589355,https://cerulean.skytruth.org/slicks/4349570?ref=api&slick_id=4349570,1
5011170,2026-06-11 14:41:12+00:00,COPERNICUS/S2_SR_HARMONIZED/20260612T070621_20260612T071742_T39RWJ,2026-06-12 07:22:31.192000+00:00,16.69,3.91,0.9951,12.23,51.7519132808202,25.573845761854543,https://cerulean.skytruth.org/slicks/5011170?ref=api&slick_id=5011170,1
4957522,2026-05-24 14:41:02+00:00,COPERNICUS/S2_SR_HARMONIZED/20260525T071321_20260525T071320_T39RVL,2026-05-25 07:22:22.249000+00:00,16.69,0.0,0.9992,9.5,50.51239562035934,27.97132418753208,https://cerulean.skytruth.org/slicks/4957522?ref=api&slick_id=4957522,4
3721739,2023-03-08 14:16:55+00:00,COPERNICUS/S2_SR_HARMONIZED/20230309T064719_20230309T070114_T40RDP,2023-03-09 07:02:27.219000+00:00,16.76,5.36,0.9984,28.45,56.60177958680703,26.035113741858773,https://cerulean.skytruth.org/slicks/3721739?ref=api&slick_id=3721739,1
4178384,2025-06-18 14:25:29+00:00,COPERNICUS/S2_SR_HARMONIZED/20250619T065619_20250619T070615_T39RYK,2025-06-19 07:12:15.343000+00:00,16.78,0.16,0.9964,11.6,53.78212334833985,26.507624822268596,https://cerulean.skytruth.org/slicks/4178384?ref=api&slick_id=4178384,1
3536548,2024-10-21 14:25:13+00:00,COPERNICUS/S2_SR_HARMONIZED/20241022T065839_20241022T070503_T39RZJ,2024-10-22 07:12:26.964000+00:00,16.79,3.69,0.9985,13.98,54.739178510556094,25.965054169009527,https://cerulean.skytruth.org/slicks/3536548?ref=api&slick_id=3536548,2
4779723,2026-03-15 14:23:46+00:00,COPERNICUS/S2_SR_HARMONIZED/20260316T065619_20260316T070840_T39RZH,2026-03-16 07:12:37.131000+00:00,16.81,0.13,0.9962,8.18,54.65782143055221,25.090328050690644,https://cerulean.skytruth.org/slicks/4779723?ref=api&slick_id=4779723,2
5138493,2026-08-07 14:24:14+00:00,COPERNICUS/S2_SR_HARMONIZED/20260808T065621_20260808T070731_T39RYH,2026-08-08 07:12:44.127000+00:00,16.81,11.85,0.9992,13.12,53.91342457338862,25.183815714697445,https://cerulean.skytruth.org/slicks/5138493?ref=api&slick_id=5138493,2
4490502,2025-11-01 14:41:53+00:00,COPERNICUS/S2_SR_HARMONIZED/20251102T071949_20251102T072129_T39RTP,2025-11-02 07:31:22.804000+00:00,16.82,5.0,0.9983,9.53,48.90032938600458,29.94064455090301,https://cerulean.skytruth.org/slicks/4490502?ref=api&slick_id=4490502,2
4296903,2025-08-03 14:42:37+00:00,COPERNICUS/S2_SR_HARMONIZED/20250804T071619_20250804T072132_T39RUN,2025-08-04 07:31:37.270000+00:00,16.82,0.0,0.9985,16.54,49.60491818942881,28.77905293856863,https://cerulean.skytruth.org/slicks/4296903?ref=api&slick_id=4296903,2
5107989,2026-07-24 14:41:45+00:00,COPERNICUS/S2_SR_HARMONIZED/20260725T071621_20260725T072954_T39RUN,2026-07-25 07:31:38.054000+00:00,16.83,0.0,0.9987,25.65,50.00162131924191,29.10829475062025,https://cerulean.skytruth.org/slicks/5107989?ref=api&slick_id=5107989,2
4362269,2025-09-02 14:41:27+00:00,COPERNICUS/S2_SR_HARMONIZED/20250903T071619_20250903T072837_T39RVN,2025-09-03 07:31:31.915000+00:00,16.83,0.89,0.9955,13.53,50.17710926157721,29.28493924171681,https://cerulean.skytruth.org/slicks/4362269?ref=api&slick_id=4362269,1
4885905,2026-04-30 14:41:26+00:00,COPERNICUS/S2_SR_HARMONIZED/20260501T071619_20260501T072848_T39RUM,2026-05-01 07:31:47.532000+00:00,16.84,1.17,0.9984,50.46,50.0641995107369,28.687566555907807,https://cerulean.skytruth.org/slicks/4885905?ref=api&slick_id=4885905,2
3577853,2024-11-29 14:51:03+00:00,COPERNICUS/S2_SR_HARMONIZED/20241130T073159_20241130T073159_T39RTN,2024-11-30 07:41:37.131000+00:00,16.84,0.13,0.9972,20.3,48.65710144962519,29.78669038045058,https://cerulean.skytruth.org/slicks/3577853?ref=api&slick_id=3577853,2
4885900,2026-04-30 14:41:26+00:00,COPERNICUS/S2_SR_HARMONIZED/20260501T071619_20260501T072848_T39RUM,2026-05-01 07:31:47.532000+00:00,16.84,1.17,0.9994,16.78,49.48834934283287,28.74217506423445,https://cerulean.skytruth.org/slicks/4885900?ref=api&slick_id=4885900,1
4354841,2025-08-30 02:31:19+00:00,COPERNICUS/S2_SR_HARMONIZED/20250829T071641_20250829T072906_T39RVM,2025-08-29 07:32:05.795000+00:00,18.99,0.01,0.9989,20.96,50.69004229297952,28.28653388604221,https://cerulean.skytruth.org/slicks/4354841?ref=api&slick_id=4354841,3
5136999,2026-08-07 02:38:02+00:00,COPERNICUS/S2_SR_HARMONIZED/20260806T072321_20260806T072645_T39RUM,2026-08-06 07:32:07.958000+00:00,19.1,5.48,0.9967,14.32,49.5951691840652,28.856727375178306,https://cerulean.skytruth.org/slicks/5136999?ref=api&slick_id=5136999,1
5110917,2026-07-26 02:38:01+00:00,COPERNICUS/S2_SR_HARMONIZED/20260725T071621_20260725T072954_T39RUN,2026-07-25 07:31:38.054000+00:00,19.11,0.0,0.9962,13.29,49.36334026722427,29.497060389239586,https://cerulean.skytruth.org/slicks/5110917?ref=api&slick_id=5110917,1
5042737,2026-06-26 02:38:30+00:00,COPERNICUS/S2_SR_HARMONIZED/20260625T071621_20260625T072956_T39RUN,2026-06-25 07:31:35.731000+00:00,19.12,0.06,0.995,16.14,49.9789973992788,28.81793764914496,https://cerulean.skytruth.org/slicks/5042737?ref=api&slick_id=5042737,2
3926846,2023-03-19 02:39:25+00:00,COPERNICUS/S2_SR_HARMONIZED/20230318T071629_20230318T072629_T39RVM,2023-03-18 07:31:50.563000+00:00,19.13,0.09,0.9952,71.71,50.18695868028714,28.5141710797089,https://cerulean.skytruth.org/slicks/3926846?ref=api&slick_id=3926846,2
3610190,2024-07-11 02:39:30+00:00,COPERNICUS/S2_SR_HARMONIZED/20240710T071619_20240710T073012_T39RTN,2024-07-10 07:31:42.185000+00:00,19.13,0.09,0.9957,10.03,48.955417925083744,29.39553518956159,https://cerulean.skytruth.org/slicks/3610190?ref=api&slick_id=3610190,2
3628783,2023-05-18 02:39:28+00:00,COPERNICUS/S2_SR_HARMONIZED/20230517T071619_20230517T072136_T39RUN,2023-05-17 07:31:40.994000+00:00,19.13,0.0,0.9961,9.71,49.8625079554628,29.06652002871628,https://cerulean.skytruth.org/slicks/3628783?ref=api&slick_id=3628783,1
5126104,2026-08-02 02:30:03+00:00,COPERNICUS/S2_SR_HARMONIZED/20260801T070621_20260801T070940_T39RVL,2026-08-01 07:21:59.011000+00:00,19.13,8.09,0.9995,13.0,50.76493743923728,28.00957132939204,https://cerulean.skytruth.org/slicks/5126104?ref=api&slick_id=5126104,3
5126054,2026-08-02 02:30:32+00:00,COPERNICUS/S2_SR_HARMONIZED/20260801T070621_20260801T070940_T39RVL,2026-08-01 07:21:59.011000+00:00,19.14,8.09,0.9985,9.8,50.86941580206966,27.91721913314944,https://cerulean.skytruth.org/slicks/5126054?ref=api&slick_id=5126054,3
3112684,2023-07-24 02:31:30+00:00,COPERNICUS/S2_SR_HARMONIZED/20230723T070629_20230723T071809_T39RWM,2023-07-23 07:21:54.037000+00:00,19.16,14.81,0.9978,54.0,50.96169035373383,27.975490602858795,https://cerulean.skytruth.org/slicks/3112684?ref=api&slick_id=3112684,1
3140398,2023-09-29 02:23:41+00:00,COPERNICUS/S2_SR_HARMONIZED/20230928T065649_20230928T070545_T39RYJ,2023-09-28 07:12:32.334000+00:00,19.19,0.02,0.9996,14.11,53.61979122161816,26.22599046983169,https://cerulean.skytruth.org/slicks/3140398?ref=api&slick_id=3140398,2
3270322,2023-07-31 02:23:38+00:00,COPERNICUS/S2_SR_HARMONIZED/20230730T065629_20230730T070425_T39RXK,2023-07-30 07:12:23.445000+00:00,19.19,0.91,0.9967,23.69,53.09448378211999,26.59660582144645,https://cerulean.skytruth.org/slicks/3270322?ref=api&slick_id=3270322,2
