,coef,rate_ratio,p_value
const,-5.5807475876565364,0.0037697462493337095,0.0
wind_speed,0.2807383426160931,1.3241070962052757,1.2667281205869194e-160
dist_costa_km,-0.42584979765042535,0.6532144490975725,6.571214257067915e-136
log_ais_hours,0.8006932912388584,2.227084411499712,0.0
mes_sin,-0.29938049629804203,0.7412773024986683,1.3687840523189616e-121
mes_cos,-0.3386291332531709,0.7127467341414979,6.351920458752066e-175
anios_desde_2023,0.05092784052073126,1.0522469609508538,5.352021084988559e-10
alpha,2.379335347792234,10.797723747460143,0.0
