cell_id,dist_costa_km,dist_ruta_maritima_km
81_4,110.00213615753673,245.6010178991989
81_5,104.35105721007663,235.7993981442188
81_6,99.37374340744444,226.01300522662936
81_7,94.66658448684896,216.2439219560613
81_8,89.9590939298119,206.494621324952
81_9,85.27844716132181,196.76806101129608
81_10,81.28387097578516,187.06780627881759
81_11,77.96428893465045,177.39819155367505
81_12,73.63600553825981,167.76453533594258
81_13,67.94291199375449,158.17342963427978
81_14,60.34875247076128,148.63313498624697
81_15,53.542625228163814,139.15104279784083
81_16,47.86197497936024,129.68564474164535
81_17,43.74753400711774,120.22023376023947
81_18,38.358762185866965,110.75480949559525
81_19,32.03751649448102,101.2893715905201
81_20,23.92271708682669,91.82391968865427
81_21,15.904549389573926,82.35845343447795
81_22,10.84403074908982,72.89964537700016
81_23,3.3050202038818837,63.56270411162238
81_24,3.5850005272354353,54.453762828626324
81_25,12.358232815530291,45.70941089144505
81_26,20.93051274799182,37.58508218824905
81_27,27.29897928524332,30.57914261534484
81_28,32.077026395192384,25.626044325796034
81_29,35.262449636626144,24.030734588902913
81_30,38.407575543442086,24.63892271830634
81_31,33.07666488818547,24.042911570466135
81_32,24.15413365557988,24.617663422600412
81_33,16.007608200512973,28.504133037139837
81_34,8.975018855940956,34.90192011171514
81_35,0.9022417556717478,42.69674470589827
81_36,0.6129501308407258,51.25521378926602
81_37,4.122772048354992,60.252852581695215
81_38,2.2513981771471614,69.51940277927261
81_39,6.9123335084616,77.12887237029187
81_40,16.287137553325895,83.86340664699283
81_41,26.002473057443915,91.19471285243173
81_42,35.809713118941524,98.99032551804481
81_43,45.68934587159242,107.148986175325
81_44,53.93006401674192,115.5938810382653
81_45,61.54755147722282,124.26669891108003
81_46,69.73933072898923,133.12292913571508
81_47,78.2997300076707,142.12831672374898
81_48,87.16288684112263,151.25624816948164
81_49,96.24523516492692,160.4858391356944
81_50,105.49021168466832,169.80053595141624
81_51,114.8585868173617,179.18708856127128
81_52,124.32249853475003,188.63479115842077
81_53,133.86171427318848,198.13491614272186
81_54,143.46124028397497,207.6802884418228
81_55,153.10975863572088,217.26496246590042
81_56,162.79858275423487,226.8839747153266
81_57,172.5209447523181,236.52960617581329
81_58,182.23630760745564,246.17861872690182
81_59,191.83336417479111,255.82074379527447
81_60,201.4679614979163,265.46291636686254
81_61,211.12519061269828,275.1051367508766
81_62,220.78709382280346,284.7539075928988
81_63,230.47333783210357,294.4242864107794
81_64,240.18397104852565,304.1149462891534
81_65,249.91616654763476,313.82402126711395
81_66,259.66751537801287,323.5498660215319
81_67,269.4359529126176,333.2910246038723
81_68,279.21970007601647,343.0462042796745
81_69,289.0172160935999,352.8142535371891
81_70,298.82716023673373,362.594143519254
81_71,308.6483606452874,372.3849522793811
81_72,318.4797887584951,382.1858513785127
81_73,328.3205382206391,391.9960944302679
81_74,338.1698073804497,401.8150072750588
81_75,348.02688469459395,411.6419795215152
81_76,357.89113649170076,421.47645724004155
81_77,367.76199666597887,431.31793663097153
82_0,126.49771971422648,286.72812662204933
82_1,120.80897040372272,276.9439422680144
82_2,115.49108344847599,267.1738502819707
82_3,108.55865366725698,257.41946808490724
82_4,101.92929779709502,247.68266515019428
82_5,95.80960848854816,237.96561334490946
82_6,90.37898473769283,228.27084963175324
82_7,85.6082219302291,218.6013547525704
82_8,80.90724956850464,208.96065275058587
82_9,76.20596764374584,199.35293790633327
82_10,71.7653453212278,189.78323807178887
82_11,68.4469904391293,180.25762679817024
82_12,64.39547393660558,170.77946358658943
82_13,60.414891973657966,161.31207310992767
82_14,57.70674536433754,151.84466217993884
82_15,55.26960387270005,142.3772304392123
82_16,53.08913834179439,132.90977753119205
82_17,52.518274986316406,123.4423031001719
82_18,46.09239044279647,113.97480679130445
82_19,37.78768693152201,104.51391826591299
82_20,30.153130910625944,95.13817902445213
82_21,24.137863988712628,85.89816064629353
82_22,17.118111990221642,76.8428844804781
82_23,9.652265365121119,68.04619689893275
82_24,0.6839141474104092,59.62272389065245
82_25,6.7964735640371625,51.75508617821564
82_26,13.083807307747007,44.737583027534825
82_27,18.367095133046504,39.03157179920034
82_28,22.877359017830415,35.27935627044274
82_29,25.614485814636538,34.13160927982553
82_30,29.467068051956794,34.558230690897595
82_31,30.60675204770875,34.09854281180387
82_32,20.687858617193132,34.530396334437896
82_33,10.879421357036021,37.3944074585507
82_34,1.8392104578260697,42.46798712934397
82_35,2.81219893070765,49.070564849735824
82_36,6.063141644635533,52.920338772140035
82_37,4.914416245278499,57.341728976071
82_38,4.422856582553684,63.045669343225825
82_39,5.273551886438655,69.71812814266887
82_40,14.97128425371064,77.10813396993133
82_41,23.94038409031686,85.02884674987482
82_42,32.35123534509149,93.34530700128124
82_43,39.813709309470205,101.96076013425525
82_44,47.60312912975612,110.80551976435919
82_45,56.014111295757075,119.82885210777273
82_46,64.85462010409863,128.9933178116607
82_47,73.98580065909343,138.2708849736602
82_48,83.3121791105676,147.64025970866481
82_49,92.77494764603455,157.08503984662448
82_50,102.3363160548286,166.59242407951308
82_51,111.97106298293119,176.15229807938996
82_52,121.66178839894428,185.75657894025127
82_53,131.3961369219645,195.3976648175989
82_54,141.15007513256353,205.04853225224358
82_55,150.7208050585059,214.6941545286068
82_56,160.34174676183974,224.33803730561002
82_57,169.9979132529812,233.98197368458133
