variable,importancia
log_ais_hours,0.35875404026333924
dist_costa_km,0.18058243750927627
wind_speed,0.12384448331452301
lag1_n_events,0.08925811422838494
n_pases,0.07865502090180176
lag1_has_event,0.07194871349088723
mes_cos,0.04179363944372246
anios_desde_2023,0.035677353060849765
mes_sin,0.019486197787215345
