zona,n_detecciones,fecha_min,fecha_max,confianza_media,pct_alta_confianza_0.5,area_km2_media,n_escenas_s1_unicas
golfo_persico,21832,2023-01-03 02:15:24+00:00,2026-08-19 02:38:57+00:00,0.8152758619693794,100.0,6.477528768727589,3244
