cell_id,Latitud,Longitud,grupo,exceso,tasa_antes,tasa_despues,ais_previo,DistanciaCostaKm,ProfundidadM
67_31,26.33784,54.32496,Top 10 % del incremento,6.208333333333334,0.0231481481481481,0.0531400966183574,322.46666666666664,16.884324939108847,67.0
44_22,25.52703,51.99942,Top 10 % del incremento,6.190311418685121,0.0173010380622837,0.039568345323741,191.2,46.06696578502952,18.0
50_31,26.33784,52.60608,Top 10 % del incremento,6.186915887850468,0.0233644859813084,0.0533980582524271,36.5,78.27004094672863,67.0
48_23,25.61712,52.40386,Top 10 % del incremento,6.169014084507042,0.028169014084507,0.0579710144927536,522.4333333333333,82.59810795061063,21.0
50_30,26.24775,52.60608,Top 10 % del incremento,6.164319248826291,0.0234741784037558,0.0533980582524271,47.06666666666667,85.67260185605346,61.0
57_33,26.51802,53.31385,Top 10 % del incremento,6.142857142857142,0.0285714285714285,0.074074074074074,518.6333333333333,30.288697836899683,88.0
63_24,25.70721,53.92051,Top 10 % del incremento,6.125581395348837,0.013953488372093,0.0436893203883495,255.96666666666667,58.56977565084229,34.0
19_62,29.13063,49.47165,Top 10 % del incremento,6.114093959731544,0.0335570469798657,0.0595744680851063,2134.5333333333333,80.85066284345017,38.0
61_33,26.51802,53.71829,Top 10 % del incremento,6.110599078341014,0.0092165898617511,0.0390243902439024,272.3,17.022384410081465,50.0
45_37,26.87838,52.10053,Top 10 % del incremento,6.10738255033557,0.0134228187919463,0.0567375886524822,52.53333333333333,72.48466873311541,61.0
45_12,24.62613,52.10053,Top 10 % del incremento,6.102857142857143,0.0085714285714285,0.0266272189349112,0.5,22.49599532342277,12.0
38_47,27.77928,51.39275,Top 10 % del incremento,6.066964285714286,0.0044642857142857,0.0334928229665071,65.96666666666667,16.277857047010038,19.0
53_39,27.05856,52.90941,Top 10 % del incremento,6.064748201438849,0.0215827338129496,0.0661764705882353,98.53333333333333,11.518402498348722,67.0
44_39,27.05856,51.99942,Top 10 % del incremento,6.053691275167785,0.0067114093959731,0.0496453900709219,465.46666666666664,67.4204852714589,61.0
45_14,24.80631,52.10053,Top 10 % del incremento,6.051903114186851,0.0034602076124567,0.0255474452554744,1.4,36.37360660267023,11.0
46_7,24.17568,52.20164,Top 10 % del incremento,6.037931034482758,0.0034482758620689,0.025089605734767,20.833333333333332,19.1754008467545,27.0
54_37,26.87838,53.01052,Top 10 % del incremento,6.028776978417266,0.0071942446043165,0.0518518518518518,92.2,14.231995447673544,75.0
88_14,24.80631,56.44828,Top 10 % del incremento,6.0,0.0,0.021505376344086,0.1,0.4579136762012843,
35_47,27.77928,51.08942,Top 10 % del incremento,6.0,0.0,0.0434782608695652,266.3333333333333,35.05808822010494,46.0
64_9,24.35586,54.02163,Top 10 % del incremento,6.0,0.0,0.0211267605633802,118.3,10.27915046275308,7.0
46_11,24.53604,52.20164,Top 10 % del incremento,6.0,0.0,0.019543973941368,2.8666666666666667,8.678250644375112,19.0
33_54,28.40991,50.8872,Top 10 % del incremento,5.923423423423424,0.0045045045045045,0.0292887029288702,207.7,22.824058429117656,37.0
48_27,25.97748,52.40386,Top 10 % del incremento,5.887323943661972,0.1267605633802817,0.1553398058252427,356.96666666666664,83.6955891181226,35.0
88_22,25.52703,56.44828,Top 10 % del incremento,5.880794701986757,0.0496688741721854,0.0737704918032786,841.0666666666667,7.870129028229117,78.0
15_68,29.67117,49.06721,Top 10 % del incremento,5.8686868686868685,0.0101010101010101,0.0290322580645161,38.3,43.27977631994033,11.0
16_68,29.67117,49.16832,Top 10 % del incremento,5.781144781144781,0.0168350168350168,0.0354838709677419,38.266666666666666,47.90637421572156,12.0
89_24,25.70721,56.54939,Top 10 % del incremento,5.761061946902655,0.0132743362831858,0.0368852459016393,4.3,21.640129053483022,91.0
31_25,25.7973,50.68498,Top 10 % del incremento,5.669642857142858,0.0133928571428571,0.0459770114942528,431.1333333333333,9.931097848966354,3.0
66_12,24.62613,54.22385,Top 10 % del incremento,5.56043956043956,0.0109890109890109,0.0287539936102236,2469.3,20.32168215736645,16.0
70_29,26.15766,54.62829,Top 10 % del incremento,5.54109589041096,0.0308219178082191,0.0537190082644628,56.6,14.594063136345488,84.0
