Modelo,RateRatioTendencia,p,Viento,TraficoAIS
Sin efectos fijos,1.0174308335298832,0.01382921680019006,0.8806807070005864,1.1229564397335345
Con efectos fijos de celda,1.0173320020460126,0.014278301322604813,0.820987692328906,1.0168394975970168
