pr_auc_rf,pr_auc_xgb,diferencia,ic95_bajo,ic95_alto,prop_replicas_xgb_mejor,rf_ic95_bajo,rf_ic95_alto,xgb_ic95_bajo,xgb_ic95_alto,n_boot
0.36110051233393975,0.36499000295852124,0.003889490624581493,-0.0007172896355003677,0.00847774087394299,0.953,0.3486416329551642,0.3752384795019451,0.3527876581109858,0.37994976601279595,1000
