CeldaID,Longitud,Latitud,DistanciaCostaKm,DistanciaRutaKm,ProfundidadM,FranjaProfundidad,EsMar,AguasSomeras
2_48,47.75278,27.86937,89.46562936932874,114.4743482347938,,,False,False
2_49,47.75278,27.95946,85.56189926298269,108.4450153901114,,,False,False
2_50,47.75278,28.04955,80.33965817526249,103.04936859234216,,,False,False
2_51,47.75278,28.13964,76.09907222727804,98.39170313600866,,,False,False
2_52,47.75278,28.22973,73.01137365989501,94.58109648626773,,,False,False
2_53,47.75278,28.31982,69.21364035613324,91.7231697258069,,,False,False
2_54,47.75278,28.40991,64.5463907315704,87.00924711102584,,,False,False
2_55,47.75278,28.5,61.19621859278242,79.17455217327245,,,False,False
2_56,47.75278,28.59009,58.45254026508306,71.90045205764407,,,False,False
2_57,47.75278,28.68018,53.54647564225232,65.37432690897354,,,False,False
2_58,47.75278,28.77027,48.03138651476419,59.84137521177077,,,False,False
2_59,47.75278,28.86036,43.606907937277626,55.59887888106068,,,False,False
2_60,47.75278,28.95045,40.594775393489535,52.95786684973259,,,False,False
2_61,47.75278,29.04054,32.76259189976046,51.65684600066029,,,False,False
2_62,47.75278,29.13063,23.191986373786285,49.28406968628055,,,False,False
2_63,47.75278,29.22072,14.321076831864117,48.77560910124516,,,False,False
2_64,47.75278,29.31081,6.073805064351361,49.79587373900643,,,False,False
2_65,47.75278,29.4009,0.7559278398548473,52.756592258022685,1.0,0-5 m,True,True
2_66,47.75278,29.49099,5.888400843958184,57.3580379896122,,,False,False
2_67,47.75278,29.58108,12.91061394932012,63.24307104598321,,,False,False
2_68,47.75278,29.67117,21.130792248760716,70.08908659262389,,,False,False
2_69,47.75278,29.76126,24.82580735816181,77.64228275867909,,,False,False
2_70,47.75278,29.85135,22.387779031320846,85.71590013508808,,,False,False
2_71,47.75278,29.94144,19.90786460158161,94.17617479712672,,,False,False
2_72,47.75278,30.03153,18.32563667549669,102.92779311574314,,,False,False
2_73,47.75278,30.12162,17.781984579802856,111.90240856869484,,,False,False
2_74,47.75278,30.21171,21.2200950168034,121.05042192005932,,,False,False
2_75,47.75278,30.3018,28.063633359952703,130.3353167645576,,,False,False
2_76,47.75278,30.39189,36.44203043523055,139.72979949252706,,,False,False
2_77,47.75278,30.48198,45.51540359416374,149.2131636906722,,,False,False
